Global seed set to 42
Loading dataset from data_1...
Found 10 classes: ['0', '1', '2', '3', '4'] ...
Global seed set to 42
Loading dataset from data_2...
Found 100 classes: ['apple', 'aquarium_fish', 'baby', 'bear', 'beaver'] ...
Dataset loaded: 50000 images in 64.94 seconds.
Dataset loaded: 60000 images in 87.46 seconds.
Training on 48000, Validating on 12000
Training on 40000, Validating on 10000

Epoch 1/100 | Time: 169.8s | Loss: 4.5697 | Train Acc: 1.72%
--- Evaluating on Epoch 1 Val ---

Epoch 1/100 | Time: 223.6s | Loss: 0.8032 | Train Acc: 73.70%
--- Evaluating on Epoch 1 Val ---

Overall Accuracy: 3.55% (355/10000)
Class      Precision  Recall     F1-Score  
54         0.2979     0.3684     0.3294
55         0.0449     0.0430     0.0440
56         0.2913     0.3333     0.3109
57         0.3846     0.2451     0.2994
58         0.2437     0.3645     0.2921
59         0.2823     0.3097     0.2954
60         0.8028     0.5229     0.6333
61         0.2959     0.3258     0.3102
62         0.3190     0.3592     0.3379
63         0.1309     0.3462     0.1900
64         0.1148     0.0648     0.0828
65         0.0781     0.0505     0.0613
66         0.1379     0.0440     0.0667
67         0.1695     0.1124     0.1351
68         0.3929     0.7130     0.5066
69         0.3504     0.5161     0.4174
70         0.4074     0.0991     0.1594
71         0.4381     0.5000     0.4670
72         0.1071     0.1111     0.1091
73         0.3623     0.4310     0.3937
74         0.0857     0.1121     0.0972
75         0.2959     0.5225     0.3779
76         0.2982     0.3617     0.3269
77         0.0992     0.1200     0.1086
78         0.1765     0.0312     0.0531
79         0.1462     0.1939     0.1667
80         0.2857     0.0179     0.0336
81         0.1395     0.1837     0.1586
82         0.5432     0.4731     0.5057
83         0.2471     0.1944     0.2176
84         0.0909     0.0370     0.0526
85         0.3407     0.2925     0.3147
86         0.4776     0.2883     0.3596
87         0.2162     0.1860     0.2000
88         0.3333     0.0667     0.1111
89         0.2333     0.1981     0.2143
90         0.1750     0.0625     0.0921
91         0.2621     0.4130     0.3207
92         0.1429     0.0381     0.0602
93         0.1875     0.1485     0.1657
94         0.4437     0.5526     0.4922
95         0.2753     0.5052     0.3564
96         0.3077     0.1500     0.2017
97         0.1761     0.2897     0.2191
98         0.2857     0.0460     0.0792
99         0.1250     0.0952     0.1081
----------------------------------------
Macro Avg  0.2494     0.2377     0.2250

   [!] Model checkpoint saved to ./checkpoints\best_model_data_2.pkl

Epoch 16/100 | Time: 288.5s | Loss: 0.0698 | Train Acc: 97.75%
--- Evaluating on Epoch 16 Val ---

Epoch 19/100 | Time: 256.5s | Loss: 2.9614 | Train Acc: 27.11%
--- Evaluating on Epoch 19 Val ---

Overall Accuracy: 96.14% (11537/12000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.9527     0.9878     0.9699
1          0.9875     0.9839     0.9857
2          0.9578     0.9637     0.9608
3          0.9697     0.9434     0.9564
4          0.9682     0.9535     0.9608
5          0.9300     0.9719     0.9505
6          0.9778     0.9738     0.9758
7          0.9707     0.9553     0.9629
8          0.9639     0.9351     0.9493
9          0.9293     0.9450     0.9371
----------------------------------------
Macro Avg  0.9608     0.9613     0.9609


Overall Accuracy: 23.70% (2370/10000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.3446     0.5730     0.4304
1          0.2872     0.2903     0.2888
2          0.1007     0.1505     0.1207
3          0.0577     0.0337     0.0426
4          0.1447     0.1111     0.1257
5          0.1299     0.3113     0.1833
6          0.3235     0.1089     0.1630
7          0.3188     0.2292     0.2667
8          0.2432     0.2903     0.2647
9          0.4521     0.3667     0.4049
10         0.1429     0.0990     0.1170
11         0.1912     0.1083     0.1383
12         0.3774     0.1942     0.2564
13         0.3333     0.0490     0.0855
14         0.2188     0.2745     0.2435
15         0.1359     0.1239     0.1296
16         0.1622     0.1379     0.1491
17         0.3597     0.4425     0.3968
18         0.0984     0.0571     0.0723
19         0.2090     0.1386     0.1667
20         0.3669     0.4951     0.4215
21         0.2538     0.5155     0.3401
22         0.2903     0.0947     0.1429
23         0.3879     0.4369     0.4110
24         0.2414     0.5506     0.3356
25         0.1786     0.1235     0.1460
26         0.0588     0.0095     0.0164
27         0.1633     0.1798     0.1711
28         0.3846     0.3646     0.3743
29         0.1250     0.1889     0.1504
30         0.4062     0.2574     0.3152
31         0.2062     0.2083     0.2073
32         0.6250     0.1010     0.1739
33         0.0798     0.2152     0.1164
34         0.0698     0.0286     0.0405
35         0.1667     0.1188     0.1387
36         0.2260     0.3922     0.2867
37         0.1351     0.0450     0.0676
38         0.1188     0.2526     0.1616
39         0.1538     0.0323     0.0533
40         0.1695     0.1163     0.1379
41         0.5849     0.2981     0.3949
42         0.1333     0.0943     0.1105
43         0.1283     0.2553     0.1708
44         0.1527     0.2020     0.1739
45         0.0947     0.1047     0.0994
46         0.1628     0.0787     0.1061
47         0.5645     0.3211     0.4094
48         0.4058     0.2800     0.3314
49         0.8000     0.0777     0.1416
50         0.0588     0.0098     0.0168
51         0.2500     0.2000     0.2222
52         0.4261     0.7812     0.5515
53         0.3137     0.6667     0.4267
54         0.3009     0.2982     0.2996
55         0.1250     0.0323     0.0513
56         0.2683     0.3667     0.3099
57         0.3636     0.2353     0.2857
58         0.2917     0.1963     0.2346
59         0.3404     0.1416     0.2000
60         0.5532     0.7156     0.6240
61         0.3069     0.3483     0.3263
62         0.3333     0.1845     0.2375
63         0.1299     0.3846     0.1942
64         0.1200     0.1389     0.1288
65         0.0806     0.1010     0.0897
66         0.0773     0.1648     0.1053
67         0.1700     0.4831     0.2515
68         0.4128     0.6574     0.5071
69         0.3833     0.4946     0.4319
70         0.2517     0.3333     0.2868
71         0.4396     0.4348     0.4372
72         0.0784     0.0370     0.0503
73         0.6774     0.1810     0.2857
74         0.1831     0.1215     0.1461
75         0.4474     0.4595     0.4533
76         0.3592     0.3936     0.3756
77         0.1118     0.1800     0.1379
78         0.0625     0.0312     0.0417
79         0.0899     0.3367     0.1419
80         0.0962     0.0446     0.0610
81         0.2083     0.1531     0.1765
82         0.5909     0.4194     0.4906
83         0.2192     0.1481     0.1768
84         0.0536     0.0278     0.0366
85         0.1895     0.5094     0.2762
86         0.3046     0.4144     0.3511
87         0.2800     0.0814     0.1261
88         0.2105     0.0381     0.0645
89         0.2427     0.2358     0.2392
90         0.2037     0.0982     0.1325
91         0.3889     0.3043     0.3415
92         0.1200     0.0857     0.1000
93         0.3438     0.1089     0.1654
94         0.3026     0.6053     0.4035
95         0.5517     0.1649     0.2540
96         0.2450     0.4625     0.3203
97         0.2857     0.1682     0.2118
98         0.2128     0.1149     0.1493
99         0.2857     0.0190     0.0357
----------------------------------------
Macro Avg  0.2581     0.2384     0.2216


Epoch 20/100 | Time: 223.9s | Loss: 2.9320 | Train Acc: 27.77%
--- Evaluating on Epoch 20 Val ---

Epoch 17/100 | Time: 246.9s | Loss: 0.0647 | Train Acc: 97.94%
--- Evaluating on Epoch 17 Val ---

Overall Accuracy: 23.59% (2359/10000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.4655     0.3034     0.3673
1          0.2637     0.2581     0.2609
2          0.1250     0.1398     0.1320
3          0.0676     0.0562     0.0613
4          0.1935     0.0606     0.0923
5          0.1818     0.1509     0.1649
6          0.1835     0.1980     0.1905
7          0.1174     0.3646     0.1777
8          0.1608     0.3441     0.2192
9          0.2342     0.4111     0.2984
10         0.1515     0.0495     0.0746
11         0.2742     0.1417     0.1868
12         0.1652     0.3592     0.2263
13         0.1905     0.0392     0.0650
14         0.1648     0.1471     0.1554
15         0.1897     0.0973     0.1287
16         0.1571     0.1264     0.1401
17         0.3457     0.4956     0.4073
18         0.1395     0.0571     0.0811
19         0.1707     0.1386     0.1530
20         0.6071     0.3301     0.4277
21         0.3056     0.3402     0.3220
22         0.1927     0.2211     0.2059
23         0.3377     0.2524     0.2889
24         0.3000     0.4719     0.3668
25         0.2128     0.1235     0.1562
26         0.0897     0.0667     0.0765
27         0.0851     0.0449     0.0588
28         0.3684     0.3646     0.3665
29         0.2286     0.1778     0.2000
30         0.3131     0.3069     0.3100
31         0.3750     0.1562     0.2206
32         0.2750     0.1111     0.1583
33         0.1579     0.1899     0.1724
34         0.2075     0.1048     0.1392
35         0.1333     0.0990     0.1136
36         0.2680     0.2549     0.2613
37         0.2034     0.1081     0.1412
38         0.2500     0.1579     0.1935
39         0.1143     0.2903     0.1640
40         0.1852     0.0581     0.0885
41         0.4857     0.4904     0.4880
42         0.1111     0.0566     0.0750
43         0.1623     0.2660     0.2016
44         0.1429     0.0505     0.0746
45         0.0000     0.0000     0.0000
46         0.1154     0.1011     0.1078
47         0.5455     0.3853     0.4516
48         0.1632     0.3900     0.2301
49         0.4054     0.2913     0.3390
50         0.5714     0.0392     0.0734
51         0.2385     0.2737     0.2549
52         0.4157     0.7708     0.5401
53         0.3308     0.4583     0.3843
54         0.2632     0.2632     0.2632
55         0.1818     0.0215     0.0385
56         0.2917     0.3889     0.3333
57         0.3016     0.1863     0.2303
58         0.2377     0.2710     0.2533
59         0.3478     0.1416     0.2013
60         0.7778     0.7064     0.7404
61         0.2222     0.3146     0.2605
62         0.2057     0.4175     0.2756
63         0.3833     0.2212     0.2805
64         0.0921     0.0648     0.0761
65         0.1633     0.0808     0.1081
66         0.0722     0.0769     0.0745
67         0.2245     0.2472     0.2353
68         0.5429     0.5278     0.5352
69         0.2470     0.6559     0.3588
70         0.3077     0.2523     0.2772
71         0.5735     0.4239     0.4875
72         0.2222     0.0370     0.0635
73         0.4730     0.3017     0.3684
74         0.1348     0.1121     0.1224
75         0.3630     0.4775     0.4125
76         0.2470     0.4362     0.3154
77         0.0758     0.0500     0.0602
78         0.1000     0.0521     0.0685
79         0.1538     0.1837     0.1674
80         0.1364     0.0268     0.0448
81         0.2346     0.1939     0.2123
82         0.4545     0.4839     0.4687
83         0.1337     0.4815     0.2093
84         0.0902     0.2037     0.1250
85         0.3871     0.2264     0.2857
86         0.2878     0.3604     0.3200
87         0.1772     0.1628     0.1697
88         0.1410     0.1048     0.1202
89         0.1879     0.2925     0.2288
90         0.2051     0.0714     0.1060
91         0.4348     0.3261     0.3727
92         0.1264     0.2095     0.1577
93         0.4545     0.0990     0.1626
94         0.3986     0.5175     0.4504
95         0.3729     0.2268     0.2821
96         0.3571     0.2500     0.2941
97         0.1586     0.3364     0.2156
98         0.1176     0.1379     0.1270
99         0.1207     0.1333     0.1267
----------------------------------------
Macro Avg  0.2502     0.2350     0.2232


Overall Accuracy: 96.31% (11557/12000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.9640     0.9834     0.9736
1          0.9796     0.9883     0.9839
2          0.9701     0.9469     0.9584
3          0.9748     0.9516     0.9631
4          0.9642     0.9560     0.9601
5          0.9687     0.9568     0.9627
6          0.9686     0.9853     0.9769
7          0.9363     0.9803     0.9578
8          0.9623     0.9377     0.9498
9          0.9446     0.9374     0.9410
----------------------------------------
Macro Avg  0.9633     0.9624     0.9627

   [!] Model checkpoint saved to ./checkpoints\best_model_data_1.pkl

Epoch 21/100 | Time: 205.9s | Loss: 2.9017 | Train Acc: 28.43%
--- Evaluating on Epoch 21 Val ---

Overall Accuracy: 24.32% (2432/10000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.6038     0.3596     0.4507
1          0.2838     0.2258     0.2515
2          0.0780     0.1828     0.1093
3          0.1029     0.0787     0.0892
4          0.1389     0.1010     0.1170
5          0.2114     0.2453     0.2271
6          0.1485     0.1485     0.1485
7          0.1488     0.3333     0.2058
8          0.2545     0.3011     0.2759
9          0.1887     0.4444     0.2649
10         0.1633     0.0792     0.1067
11         0.3226     0.0833     0.1325
12         0.4167     0.0971     0.1575
13         0.1698     0.0882     0.1161
14         0.2266     0.2843     0.2522
15         0.1628     0.1239     0.1407
16         0.1078     0.1264     0.1164
17         0.3968     0.4425     0.4184
18         0.1905     0.0762     0.1088
19         0.2245     0.1089     0.1467
20         0.2658     0.6117     0.3706
21         0.3564     0.3711     0.3636
22         0.1852     0.1579     0.1705
23         0.3646     0.3398     0.3518
24         0.2986     0.4831     0.3691
25         0.1259     0.2222     0.1607
